tail,head,edge_weight,edge_type
Q15572,P20226,7.50E-01,MI:0004 (affinity chromatography technology)|MI:0019 (coimmunoprecipitation)|SPIKE|MI:0006 (anti bait coimmunoprecipitation)|MI:0096 (pull down)|MI:0401 (biochemical)
Q15572,Q96HR8,3.11E-01,MI:0004 (affinity chromatography technology)
Q9H999,Q15717,3.11E-01,MI:0004 (affinity chromatography technology)
P23919,P22061,3.11E-01,MI:0004 (affinity chromatography technology)
P23919,Q7L2J0,3.11E-01,MI:0004 (affinity chromatography technology)
P23919,P40337,4.74E-01,SPIKE
P23919,Q01860,3.11E-01,MI:0004 (affinity chromatography technology)
P23919,Q9HCE1,3.11E-01,MI:0004 (affinity chromatography technology)
P23919,Q16659,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
P23919,O75787,2.01E-01,MI:0401 (biochemical)
P23919,P50750,3.11E-01,MI:0004 (affinity chromatography technology)
P23919,Q99459,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P23919,P56937,4.08E-01,MI:0018 (two hybrid)|MI:0397 (two hybrid array)
Q5H9L4,P05067,4.92E-01,MI:0096 (pull down)
Q5H9L4,Q15543,3.11E-01,MI:0004 (affinity chromatography technology)
Q5H9L4,P41227,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q5H9L4,P78362,7.50E-01,MI:0424 (protein kinase assay)|MI:0415 (enzymatic study)
Q5H9L4,P20226,7.50E-01,MI:0004 (affinity chromatography technology)|SPIKE
Q5H9L4,P21675,2.80E-01,MI:0018 (two hybrid)
Q5H9L4,Q5S007,5.69E-01,MI:0089 (protein array)
Q8NHX9,P61218,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
Q8NHX9,O00165,7.50E-01,MI:0018 (two hybrid)|MI:0007 (anti tag coimmunoprecipitation)|MI:0096 (pull down)
Q8NHX9,P42345,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
Q8NHX9,Q9ULQ1,7.50E-01,MI:0055 (fluorescent resonance energy transfer)|MI:0006 (anti bait coimmunoprecipitation)|MI:0416 (fluorescence microscopy)|MI:0007 (anti tag coimmunoprecipitation)
Q6UX39,Q96MK3,5.38E-01,MI:0424 (protein kinase assay)
Q6UX39,Q8IXL6,5.38E-01,MI:0424 (protein kinase assay)
Q6ZNW5,Q15717,3.11E-01,MI:0004 (affinity chromatography technology)
Q6ZNW5,Q8N4P3,2.01E-01,MI:0401 (biochemical)
Q6ZNW5,O75347,2.01E-01,MI:0401 (biochemical)
Q6ZNW5,P04406,2.01E-01,MI:0401 (biochemical)
Q6ZNW5,Q96KP4,2.01E-01,MI:0401 (biochemical)
Q6ZNW5,O95861,2.01E-01,MI:0401 (biochemical)
Q6ZNW5,O43175,2.01E-01,MI:0401 (biochemical)
Q6ZNW5,Q9H008,2.01E-01,MI:0401 (biochemical)
Q6ZNW5,Q9NRX4,2.01E-01,MI:0401 (biochemical)
Q6ZNW5,Q9BTM9,2.01E-01,MI:0401 (biochemical)
Q6ZNW5,P61024,2.01E-01,MI:0401 (biochemical)
Q9NXR8,P05067,4.92E-01,MI:0096 (pull down)
Q9NXR8,Q15717,3.11E-01,MI:0004 (affinity chromatography technology)
Q9NXR8,Q13393,3.11E-01,MI:0004 (affinity chromatography technology)
Q9NXR8,Q9H0E9,7.50E-01,MI:0004 (affinity chromatography technology)|SPIKE
Q9NXR8,Q9UBU8,7.50E-01,SPIKE|MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q9NXR8,Q9UIG0,3.11E-01,MI:0004 (affinity chromatography technology)
Q9NXR8,P62877,3.11E-01,MI:0004 (affinity chromatography technology)
Q9NXR8,Q8N6Y0,2.80E-01,MI:0018 (two hybrid)
Q9NXR8,Q6PJQ5,3.11E-01,MI:0004 (affinity chromatography technology)
Q9NXR8,P09661,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q9NXR8,Q9Y4A5,7.50E-01,SPIKE|MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q9NXR8,Q9NQC1,3.11E-01,MI:0004 (affinity chromatography technology)
Q9NXR8,Q96L91,7.50E-01,SPIKE|MI:0004 (affinity chromatography technology)
Q9NXR8,Q9HAF1,3.11E-01,MI:0004 (affinity chromatography technology)
Q9NXR8,P25440,4.74E-01,SPIKE
Q9NXR8,O95619,7.50E-01,MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|SPIKE
Q9NXR8,Q13133,2.80E-01,MI:0018 (two hybrid)
Q9NXR8,Q99766,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q9NXR8,P0C0S5,7.50E-01,MI:0004 (affinity chromatography technology)|SPIKE
Q9NXR8,Q9Y230,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|SPIKE|MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q9NXR8,Q9NV56,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|SPIKE
Q9NXR8,Q9BYV2,2.80E-01,MI:0018 (two hybrid)
Q9NXR8,Q9HBJ0,3.11E-01,MI:0004 (affinity chromatography technology)
Q9NXR8,Q05BQ5,3.11E-01,MI:0004 (affinity chromatography technology)
Q9NXR8,Q13315,4.74E-01,SPIKE
Q9NXR8,P68133,4.74E-01,SPIKE
Q9NXR8,Q9NP64,3.11E-01,MI:0004 (affinity chromatography technology)
Q9NXR8,Q9H2F5,7.50E-01,MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|SPIKE
Q9NXR8,Q92613,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q9NXR8,Q52LR7,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q9NXR8,Q8N5F7,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q9NXR8,P55055,2.80E-01,MI:0018 (two hybrid)
Q9NXR8,Q9NPF5,7.50E-01,MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|SPIKE
Q9NXR8,Q6PIV2,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q9NXR8,O96019,7.50E-01,MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|SPIKE
Q9NXR8,P04637,4.74E-01,SPIKE
Q9NXR8,Q8IYF3,2.80E-01,MI:0018 (two hybrid)
Q9NXR8,P62805,4.74E-01,SPIKE
Q9NXR8,P16104,4.74E-01,SPIKE
Q9NXR8,O95251,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q9NXR8,Q92993,7.50E-01,SPIKE|MI:0007 (anti tag coimmunoprecipitation)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q9NXR8,Q13309,3.11E-01,MI:0004 (affinity chromatography technology)
Q9NXR8,Q96IZ7,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q9NXR8,Q8TCJ0,5.69E-01,MI:0415 (enzymatic study)
Q9NXR8,Q13616,3.11E-01,MI:0004 (affinity chromatography technology)
Q9NXR8,Q96A08,3.11E-01,MI:0004 (affinity chromatography technology)
Q9NXR8,O75953,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q9NXR8,Q9UBB9,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q9NXR8,P17480,4.74E-01,SPIKE
Q9NXR8,P11021,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q9NXR8,Q9Y265,7.50E-01,MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|SPIKE
Q9NXR8,Q96Q83,4.74E-01,SPIKE
Q9NXR8,Q15906,7.50E-01,MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|SPIKE
Q9C0H2,Q15717,3.11E-01,MI:0004 (affinity chromatography technology)
Q9C0H2,P46934,3.11E-01,MI:0004 (affinity chromatography technology)
Q9C0H2,Q15884,3.11E-01,MI:0004 (affinity chromatography technology)
Q9C0H2,P07307,3.11E-01,MI:0004 (affinity chromatography technology)
Q9C0H2,Q12907,3.11E-01,MI:0004 (affinity chromatography technology)
Q9C0H2,Q9BPW9,3.11E-01,MI:0004 (affinity chromatography technology)
Q9C0H2,Q9H244,3.11E-01,MI:0004 (affinity chromatography technology)
Q9C0H2,P26842,3.11E-01,MI:0004 (affinity chromatography technology)
Q9C0H2,P27361,7.50E-01,MI:0018 (two hybrid)|SPIKE
Q9C0H2,Q8WVE6,3.11E-01,MI:0004 (affinity chromatography technology)
Q9C0H2,P07948,3.11E-01,MI:0004 (affinity chromatography technology)
Q9C0H2,Q86VR2,3.11E-01,MI:0004 (affinity chromatography technology)
Q9C0H5,P18031,3.11E-01,MI:0004 (affinity chromatography technology)
Q9C0H5,P19784,3.11E-01,MI:0004 (affinity chromatography technology)
Q9C0H5,Q9H6Z9,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
Q9C0H5,O75449,3.11E-01,MI:0004 (affinity chromatography technology)
Q9C0H5,P61018,3.11E-01,MI:0004 (affinity chromatography technology)
Q9C0H5,Q9Y5E8,3.11E-01,MI:0004 (affinity chromatography technology)
Q9C0H5,Q9BPZ2,3.11E-01,MI:0004 (affinity chromatography technology)
Q9C0H5,P25963,3.11E-01,MI:0004 (affinity chromatography technology)
Q9C0H5,Q14114,3.11E-01,MI:0004 (affinity chromatography technology)
Q4VXU2,P50616,4.31E-01,KEGG binding/association
Q4VXU2,Q8IYD1,4.31E-01,KEGG binding/association
Q4VXU2,Q14201,4.31E-01,KEGG binding/association
Q4VXU2,Q96DH6,4.31E-01,KEGG binding/association
Q4VXU2,Q9UFF9,6.26E-01,KEGG activation
Q4VXU2,Q96EP5,4.31E-01,KEGG binding/association
Q4VXU2,Q58A45,5.11E-01,"KEGG activation,binding/association"
Q4VXU2,Q92731,3.11E-01,MI:0004 (affinity chromatography technology)
Q4VXU2,P78543,4.31E-01,KEGG binding/association
Q4VXU2,Q9NY30,4.31E-01,KEGG binding/association
Q4VXU2,P03372,3.90E-01,MI:0676 (tandem affinity purification)
Q4VXU2,Q9H074,7.50E-01,KEGG binding/association|MI:0004 (affinity chromatography technology)
Q4VXU2,P62324,4.31E-01,KEGG binding/association
Q4VXU2,O60260,3.11E-01,MI:0004 (affinity chromatography technology)
Q4VXU2,O14980,3.11E-01,MI:0004 (affinity chromatography technology)
Q4VXU2,P15170,4.31E-01,KEGG binding/association
Q4VXU2,Q9UIV1,6.26E-01,KEGG activation
Q4VXU2,O43347,4.31E-01,KEGG binding/association
Q4VXU2,Q14106,4.31E-01,KEGG binding/association
Q68DE3,Q13952,7.04E-01,MI:0398 (two hybrid pooling approach)|SPIKE
Q00535,O94811,6.74E-01,Phosphosite
Q00535,Q00526,7.50E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00535,Q9UKV5,6.74E-01,Phosphosite
Q00535,P40227,7.50E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00535,Q14094,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q00535,O14939,7.50E-01,SPIKE|NetPath|Phosphosite
Q00535,Q9GZM8,7.50E-01,MI:0428 (imaging technique)|MI:0415 (enzymatic study)
Q00535,P07900,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00535,Q16181,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00535,P50222,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q00535,P31948,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00535,O00429,6.74E-01,Phosphosite
Q00535,Q9NZ72,6.74E-01,Phosphosite
Q00535,Q9Y2H9,4.08E-01,MI:0018 (two hybrid)|MI:0397 (two hybrid array)
Q00535,Q05397,6.74E-01,Phosphosite
Q00535,Q9Y371,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00535,Q6ZMN8,3.11E-01,MI:0004 (affinity chromatography technology)
Q00535,Q9NXR1,6.74E-01,Phosphosite
Q00535,P51959,4.74E-01,SPIKE
Q00535,P35612,6.74E-01,Phosphosite
Q00535,Q9C098,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00535,Q12778,6.74E-01,Phosphosite
Q00535,Q9Y5Y2,2.01E-01,MI:0401 (biochemical)
Q00535,Q12931,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00535,Q86YS7,7.50E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00535,Q16643,7.50E-01,MI:0424 (protein kinase assay)|Phosphosite
Q00535,Q9UNE7,3.11E-01,MI:0004 (affinity chromatography technology)
Q00535,Q14990,3.11E-01,MI:0004 (affinity chromatography technology)
Q00535,P00367,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00535,P11234,4.74E-01,SPIKE
Q00535,P62136,7.50E-01,MI:0096 (pull down)|Phosphosite
Q00535,P08670,6.74E-01,Phosphosite
Q00535,Q9BTV7,7.50E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00535,P37231,7.50E-01,MI:0415 (enzymatic study)|MI:0004 (affinity chromatography technology)|Phosphosite
Q00535,Q9UD71,6.03E-01,"KEGG activation,phosphorylation"
Q00535,P13196,2.80E-01,MI:0018 (two hybrid)
Q00535,P09936,3.11E-01,MI:0004 (affinity chromatography technology)
Q00535,P05067,4.92E-01,MI:0096 (pull down)
Q00535,Q9UM11,7.50E-01,MI:0415 (enzymatic study)|MI:0004 (affinity chromatography technology)|Phosphosite
Q00535,P49023,6.74E-01,Phosphosite
Q00535,Q14195,6.74E-01,Phosphosite
Q00535,P35968,6.74E-01,Phosphosite
Q00535,P10275,7.50E-01,NetPath|Phosphosite
Q00535,O43464,7.50E-01,MI:0415 (enzymatic study)|Phosphosite
Q00535,Q9Y295,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00535,O94921,3.11E-01,MI:0004 (affinity chromatography technology)
Q00535,Q8TDN4,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0007 (anti tag coimmunoprecipitation)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00535,P04150,6.74E-01,Phosphosite
Q00535,P04156,6.74E-01,Phosphosite
Q00535,P42858,7.50E-01,Phosphosite|SPIKE
Q00535,P14635,7.50E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00535,P30281,7.50E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00535,Q8NEB9,7.50E-01,Phosphosite|SPIKE
Q00535,Q99832,7.50E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00535,P24863,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
Q00535,Q96AT9,2.01E-01,MI:0401 (biochemical)
Q00535,P35240,3.11E-01,MI:0004 (affinity chromatography technology)
Q00535,P24864,3.11E-01,MI:0004 (affinity chromatography technology)
Q00535,P16989,7.50E-01,MI:0018 (two hybrid)|MI:0096 (pull down)
Q00535,P56524,3.11E-01,MI:0004 (affinity chromatography technology)
Q00535,P30279,7.50E-01,MI:1356 (validated two hybrid)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)|MI:0018 (two hybrid)|MI:2215 (barcode fusion genetics two hybrid)|MI:1112 (two hybrid prey pooling approach)|SPIKE|MI:0397 (two hybrid array)
Q00535,P78352,6.03E-01,"KEGG activation,phosphorylation"
Q00535,P46934,7.50E-01,MI:0415 (enzymatic study)|MI:0096 (pull down)
Q00535,P46527,0.00E+00,MI:0417 (footprinting)|MI:0415 (enzymatic study)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|MI:0107 (surface plasmon resonance)|MI:0096 (pull down)
Q00535,Q15078,7.50E-01,MI:0676 (tandem affinity purification)|Phosphosite|SPIKE|MI:0004 (affinity chromatography technology)|MI:0114 (x-ray crystallography)|MI:0226 (ion exchange chromatography)|KEGG binding/association|MI:0006 (anti bait coimmunoprecipitation)|MI:0096 (pull down)
Q00535,Q96KR7,6.74E-01,Phosphosite
Q00535,P41236,6.74E-01,Phosphosite
Q00535,Q6P3W7,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00535,O15516,6.74E-01,Phosphosite
Q00535,P50406,3.11E-01,MI:0004 (affinity chromatography technology)
Q00535,P61923,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00535,Q96PU5,5.69E-01,MI:0415 (enzymatic study)
Q00535,O60331,6.74E-01,Phosphosite
Q00535,P29474,6.74E-01,Phosphosite
Q00535,Q6UXH1,2.80E-01,MI:0018 (two hybrid)
Q00535,P02686,5.69E-01,MI:0415 (enzymatic study)
Q00535,Q2KJY2,5.69E-01,MI:0415 (enzymatic study)
Q00535,Q16555,7.50E-01,"KEGG activation,phosphorylation|Phosphosite"
Q00535,Q01105,4.74E-01,SPIKE
Q00535,P48643,7.50E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00535,O14976,7.50E-01,SPIKE|MI:0004 (affinity chromatography technology)
Q00535,O94916,6.74E-01,Phosphosite
Q00535,Q13153,7.50E-01,MI:0415 (enzymatic study)|MI:0004 (affinity chromatography technology)|SPIKE
Q00535,Q92733,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00535,Q16236,6.74E-01,Phosphosite
Q00535,Q02750,6.74E-01,Phosphosite
Q00535,P49207,7.50E-01,MI:0018 (two hybrid)|MI:0096 (pull down)
Q00535,Q14194,6.74E-01,Phosphosite
Q00535,Q05193,7.50E-01,MI:0415 (enzymatic study)|Phosphosite
Q00535,P30307,5.69E-01,MI:0415 (enzymatic study)
Q00535,P30305,7.50E-01,MI:0415 (enzymatic study)|MI:0004 (affinity chromatography technology)
Q00535,Q9Y2L1,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00535,P32455,2.01E-01,MI:0401 (biochemical)
Q00535,P06400,7.50E-01,MI:0415 (enzymatic study)|Phosphosite
Q00535,P00533,3.11E-01,MI:0004 (affinity chromatography technology)
Q00535,Q16543,4.08E-01,MI:0018 (two hybrid)|MI:0397 (two hybrid array)
Q00535,P48681,7.50E-01,MI:0415 (enzymatic study)|MI:0004 (affinity chromatography technology)
Q00535,P49368,7.50E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00535,P26358,6.74E-01,Phosphosite
Q00535,Q13315,7.50E-01,Phosphosite|SPIKE
Q00535,P61764,7.50E-01,MI:0004 (affinity chromatography technology)|SPIKE
Q00535,P07814,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|Phosphosite
Q00535,Q8IZL9,3.11E-01,MI:0004 (affinity chromatography technology)
Q00535,Q14814,6.74E-01,Phosphosite
Q00535,P14416,6.74E-01,Phosphosite
Q00535,P08238,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00535,Q5S007,6.74E-01,Phosphosite
Q00535,P35222,6.74E-01,Phosphosite
Q00535,P38936,7.50E-01,MI:0107 (surface plasmon resonance)|MI:0676 (tandem affinity purification)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
Q00535,Q9UQL6,6.74E-01,Phosphosite
Q00535,O75553,5.69E-01,MI:0415 (enzymatic study)
Q00535,P47989,6.74E-01,Phosphosite
Q00535,Q02078,6.74E-01,Phosphosite
Q00535,Q6ZU80,3.33E-02,MI:1313 (bioid)|MI:1314 (proximity-dependent biotin identification)
Q00535,P07305,5.69E-01,MI:0415 (enzymatic study)
Q00535,Q3V6T2,6.74E-01,Phosphosite
Q00535,Q9NVA2,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00535,P20248,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00535,Q9H0A6,4.08E-01,MI:0018 (two hybrid)|MI:0397 (two hybrid array)
Q00535,Q8IWL3,4.14E-01,MI:0006 (anti bait coimmunoprecipitation)
Q00535,Q12767,7.50E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00535,Q8IWU2,7.50E-01,MI:0018 (two hybrid)|MI:0096 (pull down)|Phosphosite
Q00535,Q07002,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00535,P07196,6.74E-01,Phosphosite
Q00535,Q15717,6.74E-01,Phosphosite
Q00535,Q96EP1,3.11E-01,MI:0004 (affinity chromatography technology)
Q00535,O43427,7.50E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00535,P10636,7.50E-01,MI:0415 (enzymatic study)|NetPath|KEGG phosphorylation|SPIKE
Q00535,Q9UKB1,3.11E-01,MI:0004 (affinity chromatography technology)
Q00535,P15927,6.74E-01,Phosphosite
Q00535,P82979,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00535,A6NLX3,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q00535,P04629,3.11E-01,MI:0004 (affinity chromatography technology)
Q00535,P46379,2.80E-01,MI:0018 (two hybrid)
Q00535,Q9H8Y8,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00535,P53999,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00535,P50991,7.50E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00535,P56817,6.74E-01,Phosphosite
Q00535,P01106,6.74E-01,Phosphosite
Q00535,P17987,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00535,P78371,7.50E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00535,O60260,7.50E-01,MI:0415 (enzymatic study)|Phosphosite|MI:0004 (affinity chromatography technology)|SPIKE
Q00535,Q16623,4.92E-01,MI:0096 (pull down)
Q00535,Q00536,5.69E-01,MI:0415 (enzymatic study)
Q00535,Q16620,7.50E-01,NetPath
Q00535,P40763,7.50E-01,NetPath|Phosphosite
Q00535,Q9UHD1,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00535,P12931,6.74E-01,Phosphosite
Q00535,Q96SN8,4.92E-01,MI:0096 (pull down)
Q00535,P49768,7.50E-01,MI:0018 (two hybrid)|MI:0397 (two hybrid array)|Phosphosite
Q00535,P04637,7.50E-01,MI:0004 (affinity chromatography technology)|MI:0096 (pull down)|Phosphosite
Q00535,Q9H8V3,3.11E-01,MI:0004 (affinity chromatography technology)
Q00535,P16401,5.69E-01,MI:0415 (enzymatic study)
Q00535,P49418,7.50E-01,MI:0415 (enzymatic study)|Phosphosite
Q00535,Q13794,6.74E-01,Phosphosite
Q00535,P50990,7.50E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00535,Q9Y490,7.50E-01,MI:0415 (enzymatic study)|Phosphosite
Q00535,P12004,3.11E-01,MI:0004 (affinity chromatography technology)
Q00535,Q16665,6.74E-01,Phosphosite
Q00535,O15169,6.74E-01,Phosphosite
Q9NXR1,Q9GZM8,2.80E-01,MI:0018 (two hybrid)
Q9NXR1,O43364,2.80E-01,MI:0018 (two hybrid)
Q9NXR1,Q9UBU9,3.11E-01,MI:0004 (affinity chromatography technology)
Q9NXR1,Q8N6Y0,2.80E-01,MI:0018 (two hybrid)
Q9NXR1,Q96GX9,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q9NXR1,P10275,2.80E-01,MI:0018 (two hybrid)
Q9NXR1,Q8IZU0,2.80E-01,MI:0018 (two hybrid)
Q9NXR1,Q99614,2.80E-01,MI:0018 (two hybrid)
Q9NXR1,Q9BZP6,3.11E-01,MI:0004 (affinity chromatography technology)
Q9NXR1,Q9NV06,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q9NXR1,Q9BV73,3.11E-01,MI:0004 (affinity chromatography technology)
Q9NXR1,O14777,2.80E-01,MI:0018 (two hybrid)
Q9NXR1,Q96GS4,3.11E-01,MI:0004 (affinity chromatography technology)
Q9NXR1,Q9BRK4,2.80E-01,MI:0018 (two hybrid)
Q9NXR1,Q66GS9,3.33E-02,MI:1313 (bioid)|MI:1314 (proximity-dependent biotin identification)
Q9NXR1,Q96JN0,3.11E-01,MI:0004 (affinity chromatography technology)
Q9NXR1,Q9NPJ6,2.80E-01,MI:0018 (two hybrid)
Q9NXR1,P27348,4.92E-01,MI:0096 (pull down)
Q9NXR1,Q13064,2.80E-01,MI:0018 (two hybrid)
Q9NXR1,P06493,7.50E-01,MI:0423 (in-gel kinase assay)
Q9NXR1,Q5T5S1,3.11E-01,MI:0004 (affinity chromatography technology)
Q9NXR1,Q9NRI5,2.80E-01,MI:0018 (two hybrid)
Q9NXR1,Q9UBB9,2.80E-01,MI:0018 (two hybrid)
Q9NXR1,P43034,7.50E-01,MI:0018 (two hybrid)|MI:2222 (inference by socio-affinity scoring)|MI:0096 (pull down)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q9NXR1,Q8TD17,2.80E-01,MI:0018 (two hybrid)
Q9NXR1,O00303,3.11E-01,MI:0004 (affinity chromatography technology)
Q9NXR1,O95153,2.80E-01,MI:0018 (two hybrid)
Q9NXR1,O95721,3.11E-01,MI:0004 (affinity chromatography technology)
Q9NXR1,Q96NA8,3.11E-01,MI:0004 (affinity chromatography technology)
Q9NXR1,Q6ZU80,3.33E-02,MI:1313 (bioid)|MI:1314 (proximity-dependent biotin identification)
Q9NXR1,O75665,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q9NXR1,Q9HBZ2,2.80E-01,MI:0018 (two hybrid)
Q9NXR1,P63104,4.74E-01,SPIKE
Q9NXR1,Q9UMX0,2.80E-01,MI:0018 (two hybrid)
Q9NXR1,Q04864,2.80E-01,MI:0018 (two hybrid)
Q9NXR1,O95988,3.11E-01,MI:0004 (affinity chromatography technology)
Q9NXR1,Q9HCE1,3.11E-01,MI:0004 (affinity chromatography technology)
Q9NXR1,P23258,3.11E-01,MI:0004 (affinity chromatography technology)
Q9NXR1,P14373,6.41E-01,MI:0018 (two hybrid)|MI:0004 (affinity chromatography technology)
Q9NXR1,P19784,3.11E-01,MI:0004 (affinity chromatography technology)
Q9NXR1,Q9H6Z9,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
Q9NXR1,P49454,4.92E-01,MI:0096 (pull down)
